codigo_venta,codigo_almacen,cantidad,fecha,precio_total
3174,78,1,2019-07-25,23
3175,299,1,2019-07-25,42
3176,38,1,2019-07-25,9.5
3177,241,1,2019-07-25,19
3178,177,1,2019-07-25,12.5
3179,224,1,2019-07-25,15
3180,76,1,2019-07-26,28
3181,301,1,2019-07-26,48
3182,228,1,2019-07-26,20
3183,220,1,2019-07-26,13
3184,37,1,2019-07-26,9
3185,299,1,2019-07-26,42
3186,46,1,2019-07-26,12
3187,278,1,2019-07-26,8.5
3188,216,1,2019-07-29,14.5
3189,274,1,2019-07-29,6.5
3190,45,1,2019-07-29,11
3191,48,1,2019-07-29,13
3192,278,1,2019-07-29,8.5
3193,8,1,2019-07-29,8.5
3194,230,1,2019-07-29,24
3195,180,1,2019-07-29,14
3196,243,1,2019-07-30,22
3197,36,1,2019-07-30,8.5
3198,186,1,2019-07-30,13.5
3199,47,1,2019-07-30,13
3200,12,1,2019-07-30,11
3201,47,1,2019-07-30,13
3202,248,1,2019-07-30,7.5
3203,51,1,2019-07-30,10
3204,225,1,2019-07-31,17
3205,229,1,2019-07-31,22
3206,229,1,2019-07-31,22
3207,41,1,2019-08-01,11
3208,104,1,2019-08-01,28
3209,48,1,2019-08-01,13
3210,226,1,2019-08-01,18
3211,11,1,2019-08-01,10
3212,152,1,2019-08-01,22
3213,71,1,2019-08-01,23
3214,218,1,2019-08-01,12
3215,128,1,2019-08-01,18
3216,39,1,2019-08-01,10
3217,249,1,2019-08-02,8
3218,250,1,2019-08-02,8.5
3219,292,1,2019-08-02,42
3220,240,1,2019-08-02,18
3221,48,1,2019-08-02,13
3222,241,1,2019-08-02,19
3223,256,1,2019-08-02,8
3224,244,1,2019-08-02,24
3225,112,1,2019-08-02,29
3226,250,1,2019-08-02,8.5
3227,38,1,2019-08-05,9.5
3228,228,1,2019-08-05,20
3229,248,1,2019-08-05,7.5
3230,48,1,2019-08-05,13
3231,82,1,2019-08-05,27
3232,148,1,2019-08-05,17
3233,230,1,2019-08-05,24
3234,140,1,2019-08-05,25
3235,41,1,2019-08-05,11
3236,229,1,2019-08-05,22
3237,117,1,2019-08-06,27
3238,290,1,2019-08-06,35
3239,227,1,2019-08-06,19
3240,177,1,2019-08-06,12.5
3241,264,1,2019-08-06,8.5
3242,292,1,2019-08-06,42
3243,48,1,2019-08-06,13
3244,152,1,2019-08-06,22
3245,292,1,2019-08-06,42
3246,82,1,2019-08-06,27
3247,82,1,2019-08-07,27
3248,48,1,2019-08-07,13
3249,229,1,2019-08-07,22
3250,240,1,2019-08-07,18
3251,44,1,2019-08-07,10
3252,177,1,2019-08-07,12.5
3253,289,1,2019-08-07,32
3254,11,1,2019-08-07,10
3255,228,1,2019-08-07,20
3256,84,1,2019-08-07,29
3257,41,1,2019-08-08,11
3258,146,1,2019-08-08,24
3259,8,1,2019-08-08,8.5
3260,48,1,2019-08-08,13
3261,148,1,2019-08-08,17
3262,13,1,2019-08-08,11
3263,47,1,2019-08-08,13
3264,12,1,2019-08-08,11
3265,225,1,2019-08-08,17
3266,157,1,2019-08-08,19
3267,136,1,2019-08-09,19
3268,229,1,2019-08-09,22
3269,246,1,2019-08-09,6.5
3270,26,1,2019-08-09,11
3271,25,1,2019-08-09,10
3272,40,1,2019-08-09,11
3273,222,1,2019-08-09,14
3274,293,1,2019-08-09,45
3275,274,1,2019-08-09,6.5
3276,176,1,2019-08-09,12
3277,68,1,2019-08-12,13
3278,75,1,2019-08-12,27
3279,40,1,2019-08-12,11
3280,132,1,2019-08-12,24
3281,239,1,2019-08-12,17
3282,80,1,2019-08-12,25
3283,148,1,2019-08-12,17
3284,243,1,2019-08-12,22
3285,291,1,2019-08-12,38
3286,230,1,2019-08-12,24
3287,79,1,2019-08-13,24
3288,208,1,2019-08-13,14
3289,271,1,2019-08-13,8.5
3290,100,1,2019-08-13,24
3291,82,1,2019-08-13,27
3292,120,1,2019-08-13,23
3293,12,1,2019-08-13,11
3294,10,1,2019-08-13,9.5
3295,67,1,2019-08-13,12
3296,44,1,2019-08-13,10
3297,236,1,2019-08-14,22
3298,26,1,2019-08-14,11
3299,12,1,2019-08-14,11
3300,249,1,2019-08-14,8
3301,78,1,2019-08-14,23
3302,225,1,2019-08-14,17
3303,240,1,2019-08-14,18
3304,39,1,2019-08-14,10
3305,229,1,2019-08-14,22
3306,10,1,2019-08-14,9.5
3307,239,1,2019-08-15,17
3308,225,1,2019-08-15,17
3309,209,1,2019-08-15,14.5
3310,177,1,2019-08-15,12.5
3311,48,1,2019-08-15,13
3312,298,1,2019-08-15,38
3313,229,1,2019-08-15,22
3314,201,1,2019-08-15,14
3315,247,1,2019-08-15,7
3316,276,1,2019-08-15,7.5
3317,176,1,2019-08-16,12
3318,152,1,2019-08-16,22
3319,41,1,2019-08-16,11
3320,248,1,2019-08-16,7.5
3321,181,1,2019-08-16,14.5
3322,12,1,2019-08-16,11
3323,239,1,2019-08-16,17
3324,283,1,2019-08-16,35
3325,286,1,2019-08-16,45
3326,296,1,2019-08-16,32
3327,52,1,2019-08-19,11
3328,249,1,2019-08-19,8
3329,250,1,2019-08-19,8.5
3330,10,1,2019-08-19,9.5
3331,4,1,2019-08-19,10
3332,129,1,2019-08-19,19
3333,288,1,2019-08-19,28
3334,9,1,2019-08-19,9
3335,248,1,2019-08-19,7.5
3336,197,1,2019-08-19,12
3337,32,1,2019-08-20,10
3338,11,1,2019-08-20,10
3339,222,1,2019-08-20,14
3340,45,1,2019-08-20,11
3341,54,1,2019-08-20,13
3342,27,1,2019-08-20,11
3343,291,1,2019-08-20,38
3344,184,1,2019-08-20,12.5
3345,249,1,2019-08-20,8
3346,295,1,2019-08-20,28
3347,150,1,2019-08-21,19
3348,12,1,2019-08-21,11
3349,12,1,2019-08-21,11
3350,134,1,2019-08-21,17
3351,225,1,2019-08-21,17
3352,109,1,2019-08-21,26
3353,272,1,2019-08-21,9
3354,38,1,2019-08-21,9.5
3355,38,1,2019-08-21,9.5
3356,176,1,2019-08-21,12
3357,240,1,2019-08-22,18
3358,288,1,2019-08-22,28
3359,12,1,2019-08-22,11
3360,151,1,2019-08-22,20
3361,241,1,2019-08-22,19
3362,150,1,2019-08-22,19
3363,290,1,2019-08-22,35
3364,232,1,2019-08-22,17
3365,243,1,2019-08-22,22
3366,178,1,2019-08-22,13
3367,153,1,2019-08-23,24
3368,24,1,2019-08-23,9.5
3369,229,1,2019-08-23,22
3370,178,1,2019-08-23,13
3371,12,1,2019-08-23,11
3372,120,1,2019-08-23,23
3373,11,1,2019-08-23,10
3374,5,1,2019-08-23,11
3375,46,1,2019-08-23,12
3376,43,1,2019-08-23,9.5
3377,273,1,2019-08-26,10
3378,243,1,2019-08-26,22
3379,113,1,2019-08-26,23
3380,298,1,2019-08-26,38
3381,228,1,2019-08-26,20
3382,103,1,2019-08-26,27
3383,40,1,2019-08-26,11
3384,114,1,2019-08-26,24
3385,292,1,2019-08-26,42
3386,242,1,2019-08-26,20
3387,291,1,2019-08-27,38
3388,215,1,2019-08-27,14
3389,101,1,2019-08-27,25
3390,227,1,2019-08-27,19
3391,48,1,2019-08-27,13
3392,8,1,2019-08-27,8.5
3393,254,1,2019-08-27,7
3394,12,1,2019-08-27,11
3395,247,1,2019-08-27,7
3396,9,1,2019-08-27,9
3397,43,1,2019-08-28,9.5
3398,229,1,2019-08-28,22
3399,295,1,2019-08-28,28
3400,45,1,2019-08-28,11
3401,43,1,2019-08-28,9.5
3402,199,1,2019-08-28,13
3403,12,1,2019-08-28,11
3404,152,1,2019-08-28,22
3405,279,1,2019-08-28,9
3406,40,1,2019-08-28,11
3407,158,1,2019-08-29,20
3408,293,1,2019-08-29,45
3409,10,1,2019-08-29,9.5
3410,148,1,2019-08-29,17
3411,181,1,2019-08-29,14.5
3412,120,1,2019-08-29,23
3413,300,1,2019-08-29,45
3414,200,1,2019-08-29,13.5
3415,220,1,2019-08-29,13
3416,79,1,2019-08-29,24
3417,10,1,2019-08-30,9.5
3418,47,1,2019-08-30,13
3419,37,1,2019-08-30,9
3420,9,1,2019-08-30,9
3421,180,1,2019-08-30,14
3422,114,1,2019-08-30,24
3423,179,1,2019-08-30,13.5
3424,239,1,2019-08-30,17
3425,239,1,2019-08-30,17
3426,248,1,2019-08-30,7.5
3427,79,1,2019-08-30,24
3428,11,1,2019-08-30,10
3429,34,1,2019-08-30,11
3430,261,1,2019-08-30,7
3431,157,1,2019-08-30,19
3432,285,1,2019-08-30,42
3433,132,1,2019-08-30,24
3434,8,1,2019-08-30,8.5
3435,204,1,2019-08-30,12
3436,38,1,2019-08-30,9.5
3437,83,1,2019-08-30,28
3438,229,1,2019-08-30,22
3439,71,1,2019-08-30,23
3440,250,1,2019-08-30,8.5
3441,10,1,2019-08-30,9.5
3442,46,1,2019-08-30,12
3443,169,1,2019-08-30,12
3444,106,1,2019-08-30,23
3445,47,1,2019-08-30,13
3446,247,1,2019-08-30,7
3447,183,1,2019-08-30,12
3448,12,1,2019-08-30,11
3449,240,1,2019-08-30,18
3450,44,1,2019-08-30,10
3451,289,1,2019-08-30,32
3452,263,1,2019-08-30,8
3453,119,1,2019-08-30,29
3454,82,1,2019-08-30,27
3455,47,1,2019-08-30,13
3456,174,1,2019-08-30,14.5
3457,9,1,2019-08-30,9
3458,240,1,2019-08-30,18
3459,248,1,2019-08-30,7.5
3460,153,1,2019-08-30,24
3461,150,1,2019-08-30,19
3462,40,1,2019-08-30,11
3463,281,1,2019-08-30,28
3464,13,1,2019-08-30,11
3465,47,1,2019-08-30,13
3466,239,1,2019-08-30,17
3467,215,1,2019-08-30,14
3468,10,1,2019-08-30,9.5
3469,9,1,2019-08-30,9
3470,47,1,2019-08-30,13
3471,193,1,2019-08-30,13.5
3472,230,1,2019-08-30,24
3473,169,1,2019-08-30,12
3474,248,1,2019-08-30,7.5
3475,11,1,2019-08-30,10
3476,225,1,2019-08-30,17
3477,292,1,2019-08-30,42
3478,60,1,2019-08-30,12
3479,179,1,2019-08-30,13.5
3480,201,1,2019-08-30,14
3481,300,1,2019-08-30,45
3482,92,1,2019-08-30,23
3483,176,1,2019-08-30,12
3484,22,1,2019-08-30,8.5
3485,10,1,2019-08-30,9.5
3486,162,1,2019-08-30,17
3487,8,1,2019-08-30,8.5
3488,190,1,2019-08-30,12
3489,248,1,2019-08-30,7.5
3490,123,1,2019-08-30,26
3491,32,1,2019-08-30,10
3492,43,1,2019-08-30,9.5
3493,164,1,2019-08-30,19
3494,207,1,2019-08-30,13.5
3495,151,1,2019-08-30,20
3496,9,1,2019-08-30,9
3497,239,1,2019-08-30,17
3498,291,1,2019-08-30,38
3499,277,1,2019-08-30,8
3500,27,1,2019-08-30,11
3501,12,1,2019-08-30,11
3502,299,1,2019-08-30,42
3503,287,1,2019-08-30,48
3504,37,1,2019-08-30,9
3505,120,1,2019-08-30,23
3506,51,1,2019-08-30,10
3507,22,1,2019-08-30,8.5
3508,180,1,2019-08-30,14
3509,30,1,2019-08-30,9
3510,227,1,2019-08-30,19
3511,255,1,2019-08-30,7.5
3512,260,1,2019-08-30,6.5
3513,62,1,2019-08-30,13
3514,39,1,2019-08-30,10
3515,225,1,2019-08-30,17
3516,152,1,2019-08-30,22
3517,230,1,2019-08-30,24
3518,288,1,2019-08-30,28
3519,290,1,2019-08-30,35
3520,179,1,2019-08-30,13.5
3521,38,1,2019-08-30,9.5
3522,12,1,2019-08-30,11
3523,248,1,2019-08-30,7.5
3524,125,1,2019-08-30,28
3525,293,1,2019-08-30,45
3526,236,1,2019-08-30,22
3527,236,1,2019-08-30,22
3528,177,1,2019-08-30,12.5
3529,72,1,2019-08-30,24
3530,92,1,2019-08-30,23
3531,46,1,2019-08-30,12
3532,46,1,2019-08-30,12
3533,227,1,2019-08-30,19
3534,251,1,2019-08-30,9
3535,134,1,2019-08-30,17
3536,27,1,2019-08-30,11
3537,103,1,2019-08-30,27
3538,12,1,2019-08-30,11
3539,47,1,2019-08-30,13
3540,66,1,2019-08-30,11
3541,40,1,2019-08-30,11
3542,8,1,2019-08-30,8.5
3543,104,1,2019-08-30,28
3544,10,1,2019-08-30,9.5
3545,204,1,2019-08-30,12
3546,57,1,2019-08-30,9.5
3547,40,1,2019-08-30,11
3548,122,1,2019-08-30,25
3549,291,1,2019-08-30,38
3550,226,1,2019-08-30,18
3551,219,1,2019-08-30,12.5
3552,40,1,2019-08-30,11
3553,222,1,2019-08-30,14
3554,247,1,2019-08-30,7
3555,300,1,2019-08-30,45
3556,36,1,2019-08-30,8.5
3557,240,1,2019-09-02,18
3558,292,1,2019-09-02,42
3559,46,1,2019-09-02,12
3560,135,1,2019-09-02,18
3561,1,1,2019-09-02,8.5
3562,151,1,2019-09-02,20
3563,31,1,2019-09-02,9.5
3564,47,1,2019-09-02,13
3565,43,1,2019-09-02,9.5
3566,19,1,2019-09-02,11
3567,106,1,2019-09-02,23
3568,234,1,2019-09-02,19
3569,138,1,2019-09-03,22
3570,246,1,2019-09-03,6.5
3571,239,1,2019-09-03,17
3572,46,1,2019-09-03,12
3573,3,1,2019-09-03,9.5
3574,33,1,2019-09-03,11
3575,249,1,2019-09-03,8
3576,227,1,2019-09-03,19
3577,52,1,2019-09-03,11
3578,46,1,2019-09-03,12
3579,165,1,2019-09-03,20
3580,215,1,2019-09-03,14
3581,278,1,2019-09-04,8.5
3582,179,1,2019-09-04,13.5
3583,292,1,2019-09-04,42
3584,163,1,2019-09-04,18
3585,48,1,2019-09-04,13
3586,45,1,2019-09-04,11
3587,243,1,2019-09-04,22
3588,45,1,2019-09-04,11
3589,36,1,2019-09-04,8.5
3590,228,1,2019-09-04,20
3591,23,1,2019-09-04,9
3592,246,1,2019-09-04,6.5
3593,172,1,2019-09-05,13.5
3594,250,1,2019-09-05,8.5
3595,282,1,2019-09-05,32
3596,45,1,2019-09-05,11
3597,45,1,2019-09-05,11
3598,239,1,2019-09-05,17
3599,25,1,2019-09-05,10
3600,176,1,2019-09-05,12
3601,226,1,2019-09-05,18
3602,234,1,2019-09-05,19
3603,37,1,2019-09-05,9
3604,42,1,2019-09-05,12
3605,26,1,2019-09-06,11
3606,211,1,2019-09-06,12
3607,80,1,2019-09-06,25
3608,248,1,2019-09-06,7.5
3609,293,1,2019-09-06,45
3610,130,1,2019-09-06,20
3611,290,1,2019-09-06,35
3612,165,1,2019-09-06,20
3613,206,1,2019-09-06,13
3614,248,1,2019-09-06,7.5
3615,263,1,2019-09-06,8
3616,247,1,2019-09-06,7
3617,254,1,2019-09-09,7
3618,104,1,2019-09-09,28
3619,8,1,2019-09-09,8.5
3620,127,1,2019-09-09,17
3621,59,1,2019-09-09,11
3622,235,1,2019-09-09,20
3623,233,1,2019-09-09,18
3624,108,1,2019-09-09,25
3625,287,1,2019-09-09,48
3626,233,1,2019-09-09,18
3627,150,1,2019-09-09,19
3628,239,1,2019-09-09,17
3629,45,1,2019-09-10,11
3630,8,1,2019-09-10,8.5
3631,71,1,2019-09-10,23
3632,246,1,2019-09-10,6.5
3633,11,1,2019-09-10,10
3634,141,1,2019-09-10,17
3635,47,1,2019-09-10,13
3636,47,1,2019-09-10,13
3637,244,1,2019-09-10,24
3638,6,1,2019-09-10,11
3639,66,1,2019-09-10,11
3640,64,1,2019-09-10,9.5
3641,219,1,2019-09-11,12.5
3642,43,1,2019-09-11,9.5
3643,9,1,2019-09-11,9
3644,120,1,2019-09-11,23
3645,159,1,2019-09-11,22
3646,300,1,2019-09-11,45
3647,290,1,2019-09-11,35
3648,247,1,2019-09-11,7
3649,130,1,2019-09-11,20
3650,39,1,2019-09-11,10
3651,109,1,2019-09-11,26
3652,48,1,2019-09-11,13
3653,167,1,2019-09-12,24
3654,28,1,2019-09-12,12
3655,246,1,2019-09-12,6.5
3656,38,1,2019-09-12,9.5
3657,58,1,2019-09-12,10
3658,47,1,2019-09-12,13
3659,272,1,2019-09-12,9
3660,248,1,2019-09-12,7.5
3661,300,1,2019-09-12,45
3662,11,1,2019-09-12,10
3663,118,1,2019-09-12,28
3664,138,1,2019-09-12,22
3665,205,1,2019-09-13,12.5
3666,13,1,2019-09-13,11
3667,11,1,2019-09-13,10
3668,44,1,2019-09-13,10
3669,13,1,2019-09-13,11
3670,181,1,2019-09-13,14.5
3671,291,1,2019-09-13,38
3672,54,1,2019-09-13,13
3673,86,1,2019-09-13,24
3674,235,1,2019-09-13,20
3675,9,1,2019-09-13,9
3676,290,1,2019-09-13,35
3677,58,1,2019-09-16,10
3678,13,1,2019-09-16,11
3679,192,1,2019-09-16,13
3680,39,1,2019-09-16,10
3681,258,1,2019-09-16,9
3682,184,1,2019-09-16,12.5
3683,79,1,2019-09-16,24
3684,27,1,2019-09-16,11
3685,48,1,2019-09-16,13
3686,229,1,2019-09-16,22
3687,219,1,2019-09-16,12.5
3688,79,1,2019-09-16,24
3689,213,1,2019-09-17,13
3690,10,1,2019-09-17,9.5
3691,250,1,2019-09-17,8.5
3692,46,1,2019-09-17,12
3693,248,1,2019-09-17,7.5
3694,246,1,2019-09-17,6.5
3695,79,1,2019-09-17,24
3696,297,1,2019-09-17,35
3697,13,1,2019-09-17,11
3698,173,1,2019-09-17,14
3699,299,1,2019-09-17,42
3700,235,1,2019-09-17,20
3701,80,1,2019-09-18,25
3702,242,1,2019-09-18,20
3703,170,1,2019-09-18,12.5
3704,10,1,2019-09-18,9.5
3705,26,1,2019-09-18,11
3706,178,1,2019-09-18,13
3707,261,1,2019-09-18,7
3708,244,1,2019-09-18,24
3709,41,1,2019-09-18,11
3710,218,1,2019-09-18,12
3711,298,1,2019-09-18,38
3712,47,1,2019-09-18,13
3713,246,1,2019-09-19,6.5
3714,250,1,2019-09-19,8.5
3715,225,1,2019-09-19,17
3716,248,1,2019-09-19,7.5
3717,153,1,2019-09-19,24
3718,230,1,2019-09-19,24
3719,285,1,2019-09-19,42
3720,23,1,2019-09-19,9
3721,207,1,2019-09-19,13.5
3722,153,1,2019-09-19,24
3723,295,1,2019-09-19,28
3724,43,1,2019-09-19,9.5
3725,47,1,2019-09-20,13
3726,179,1,2019-09-20,13.5
3727,243,1,2019-09-20,22
3728,223,1,2019-09-20,14.5
3729,48,1,2019-09-20,13
3730,166,1,2019-09-20,22
3731,38,1,2019-09-20,9.5
3732,116,1,2019-09-20,26
3733,82,1,2019-09-20,27
3734,157,1,2019-09-20,19
3735,79,1,2019-09-20,24
3736,48,1,2019-09-20,13
3737,40,1,2019-09-23,11
3738,262,1,2019-09-23,7.5
3739,79,1,2019-09-23,24
3740,291,1,2019-09-23,38
3741,114,1,2019-09-23,24
3742,293,1,2019-09-23,45
3743,204,1,2019-09-23,12
3744,293,1,2019-09-23,45
3745,49,1,2019-09-23,15
3746,36,1,2019-09-23,8.5
3747,114,1,2019-09-23,24
3748,190,1,2019-09-23,12
3749,45,1,2019-09-24,11
3750,213,1,2019-09-24,13
3751,242,1,2019-09-24,20
3752,246,1,2019-09-24,6.5
3753,46,1,2019-09-24,12
3754,228,1,2019-09-24,20
3755,141,1,2019-09-24,17
3756,246,1,2019-09-24,6.5
3757,297,1,2019-09-24,35
3758,293,1,2019-09-24,45
3759,293,1,2019-09-24,45
3760,230,1,2019-09-24,24
3761,11,1,2019-09-25,10
3762,240,1,2019-09-25,18
3763,102,1,2019-09-25,26
3764,36,1,2019-09-25,8.5
3765,248,1,2019-09-25,7.5
3766,227,1,2019-09-25,19
3767,180,1,2019-09-25,14
3768,42,1,2019-09-25,12
3769,140,1,2019-09-25,25
3770,44,1,2019-09-25,10
3771,27,1,2019-09-25,11
3772,290,1,2019-09-25,35
3773,250,1,2019-09-26,8.5
3774,228,1,2019-09-26,20
3775,39,1,2019-09-26,10
3776,39,1,2019-09-26,10
3777,45,1,2019-09-26,11
3778,78,1,2019-09-26,23
3779,78,1,2019-09-26,23
3780,183,1,2019-09-26,12
3781,228,1,2019-09-26,20
3782,12,1,2019-09-26,11
3783,298,1,2019-09-26,38
3784,152,1,2019-09-26,22
3785,25,1,2019-09-27,10
3786,40,1,2019-09-27,11
3787,8,1,2019-09-27,8.5
3788,131,1,2019-09-27,22
3789,48,1,2019-09-27,13
3790,40,1,2019-09-27,11
3791,225,1,2019-09-27,17
3792,170,1,2019-09-27,12.5
3793,211,1,2019-09-27,12
3794,44,1,2019-09-27,10
3795,10,1,2019-09-27,9.5
3796,138,1,2019-09-27,22
3797,292,1,2019-09-30,42
3798,47,1,2019-09-30,13
3799,79,1,2019-09-30,24
3800,228,1,2019-09-30,20
3801,128,1,2019-09-30,18
3802,230,1,2019-09-30,24
3803,47,1,2019-09-30,13
3804,204,1,2019-09-30,12
3805,229,1,2019-09-30,22
3806,153,1,2019-09-30,24
3807,107,1,2019-09-30,24
3808,46,1,2019-09-30,12
3809,229,1,2019-09-30,22
3810,47,1,2019-09-30,13
3811,28,1,2019-09-30,12
3812,198,1,2019-09-30,12.5
3813,289,1,2019-09-30,32
3814,8,1,2019-09-30,8.5
3815,45,1,2019-09-30,11
3816,79,1,2019-09-30,24
3817,46,1,2019-09-30,12
3818,151,1,2019-09-30,20
3819,230,1,2019-09-30,24
3820,206,1,2019-09-30,13
3821,41,1,2019-09-30,11
3822,45,1,2019-09-30,11
3823,109,1,2019-09-30,26
3824,48,1,2019-09-30,13
3825,151,1,2019-09-30,20
3826,177,1,2019-09-30,12.5
3827,260,1,2019-09-30,6.5
3828,248,1,2019-09-30,7.5
3829,106,1,2019-09-30,23
3830,80,1,2019-09-30,25
3831,13,1,2019-09-30,11
3832,178,1,2019-09-30,13
3833,247,1,2019-09-30,7
3834,300,1,2019-09-30,45
3835,241,1,2019-09-30,19
3836,178,1,2019-09-30,13
3837,20,1,2019-09-30,11
3838,26,1,2019-09-30,11
3839,288,1,2019-09-30,28
3840,48,1,2019-09-30,13
3841,261,1,2019-09-30,7
3842,138,1,2019-09-30,22
3843,48,1,2019-09-30,13
3844,250,1,2019-09-30,8.5
3845,46,1,2019-09-30,12
3846,176,1,2019-09-30,12
3847,250,1,2019-09-30,8.5
3848,299,1,2019-09-30,42
3849,288,1,2019-09-30,28
3850,9,1,2019-09-30,9
3851,38,1,2019-09-30,9.5
3852,112,1,2019-09-30,29
3853,250,1,2019-09-30,8.5
3854,46,1,2019-09-30,12
3855,33,1,2019-09-30,11
3856,151,1,2019-09-30,20
3857,45,1,2019-09-30,11
3858,40,1,2019-09-30,11
3859,25,1,2019-09-30,10
3860,47,1,2019-09-30,13
3861,252,1,2019-09-30,10
3862,172,1,2019-09-30,13.5
3863,138,1,2019-09-30,22
3864,185,1,2019-09-30,13
3865,287,1,2019-09-30,48
3866,13,1,2019-09-30,11
3867,249,1,2019-09-30,8
3868,111,1,2019-09-30,28
3869,36,1,2019-09-30,8.5
3870,80,1,2019-09-30,25
3871,35,1,2019-09-30,12
3872,291,1,2019-09-30,38
3873,242,1,2019-09-30,20
3874,291,1,2019-09-30,38
3875,72,1,2019-09-30,24
3876,227,1,2019-09-30,19
3877,40,1,2019-09-30,11
3878,225,1,2019-09-30,17
3879,27,1,2019-09-30,11
3880,241,1,2019-09-30,19
3881,288,1,2019-09-30,28
3882,204,1,2019-09-30,12
3883,178,1,2019-09-30,13
3884,46,1,2019-09-30,12
3885,243,1,2019-09-30,22
3886,228,1,2019-09-30,20
3887,239,1,2019-09-30,17
3888,250,1,2019-09-30,8.5
3889,250,1,2019-09-30,8.5
3890,226,1,2019-09-30,18
3891,18,1,2019-09-30,10
3892,183,1,2019-09-30,12
3893,225,1,2019-09-30,17
3894,289,1,2019-09-30,32
3895,239,1,2019-09-30,17
3896,13,1,2019-10-01,11
3897,111,1,2019-10-01,28
3898,209,1,2019-10-01,14.5
3899,8,1,2019-10-01,8.5
3900,180,1,2019-10-01,14
3901,13,1,2019-10-01,11
3902,225,1,2019-10-01,17
3903,41,1,2019-10-01,11
3904,22,1,2019-10-01,8.5
3905,10,1,2019-10-02,9.5
3906,250,1,2019-10-02,8.5
3907,47,1,2019-10-02,13
3908,164,1,2019-10-02,19
3909,171,1,2019-10-02,13
3910,8,1,2019-10-02,8.5
3911,106,1,2019-10-02,23
3912,186,1,2019-10-02,13.5
3913,115,1,2019-10-02,25
3914,138,1,2019-10-03,22
3915,116,1,2019-10-03,26
3916,12,1,2019-10-03,11
3917,12,1,2019-10-03,11
3918,268,1,2019-10-03,7
3919,249,1,2019-10-03,8
3920,243,1,2019-10-03,22
3921,128,1,2019-10-03,18
3922,247,1,2019-10-03,7
3923,65,1,2019-10-04,10
3924,225,1,2019-10-04,17
3925,244,1,2019-10-04,24
3926,129,1,2019-10-04,19
3927,298,1,2019-10-04,38
3928,153,1,2019-10-04,24
3929,177,1,2019-10-04,12.5
3930,47,1,2019-10-04,13
3931,47,1,2019-10-04,13
3932,181,1,2019-10-07,14.5
3933,49,1,2019-10-07,15
3934,139,1,2019-10-07,24
3935,178,1,2019-10-07,13
3936,80,1,2019-10-07,25
3937,90,1,2019-10-07,28
3938,244,1,2019-10-07,24
3939,66,1,2019-10-07,11
3940,137,1,2019-10-07,20
3941,9,1,2019-10-08,9
3942,37,1,2019-10-08,9
3943,248,1,2019-10-08,7.5
3944,22,1,2019-10-08,8.5
3945,225,1,2019-10-08,17
3946,44,1,2019-10-08,10
3947,63,1,2019-10-08,15
3948,206,1,2019-10-08,13
3949,86,1,2019-10-08,24
3950,130,1,2019-10-09,20
3951,178,1,2019-10-09,13
3952,243,1,2019-10-09,22
3953,41,1,2019-10-09,11
3954,195,1,2019-10-09,14.5
3955,13,1,2019-10-09,11
3956,61,1,2019-10-09,13
3957,113,1,2019-10-09,23
3958,45,1,2019-10-09,11
3959,50,1,2019-10-10,9.5
3960,44,1,2019-10-10,10
3961,82,1,2019-10-10,27
3962,177,1,2019-10-10,12.5
3963,83,1,2019-10-10,28
3964,80,1,2019-10-10,25
3965,24,1,2019-10-10,9.5
3966,243,1,2019-10-10,22
3967,226,1,2019-10-10,18
3968,149,1,2019-10-11,18
3969,46,1,2019-10-11,12
3970,20,1,2019-10-11,11
3971,72,1,2019-10-11,24
3972,37,1,2019-10-11,9
3973,9,1,2019-10-11,9
3974,164,1,2019-10-11,19
3975,291,1,2019-10-11,38
3976,226,1,2019-10-11,18
3977,151,1,2019-10-14,20
3978,26,1,2019-10-14,11
3979,230,1,2019-10-14,24
3980,47,1,2019-10-14,13
3981,256,1,2019-10-14,8
3982,209,1,2019-10-14,14.5
3983,79,1,2019-10-14,24
3984,41,1,2019-10-14,11
3985,239,1,2019-10-14,17
3986,43,1,2019-10-15,9.5
3987,80,1,2019-10-15,25
3988,118,1,2019-10-15,28
3989,180,1,2019-10-15,14
3990,76,1,2019-10-15,28
3991,81,1,2019-10-15,26
3992,178,1,2019-10-15,13
3993,43,1,2019-10-15,9.5
3994,9,1,2019-10-15,9
3995,13,1,2019-10-16,11
3996,133,1,2019-10-16,25
3997,153,1,2019-10-16,24
3998,19,1,2019-10-16,11
3999,226,1,2019-10-16,18
4000,250,1,2019-10-16,8.5
4001,271,1,2019-10-16,8.5
4002,290,1,2019-10-16,35
4003,130,1,2019-10-16,20
4004,197,1,2019-10-17,12
4005,250,1,2019-10-17,8.5
4006,151,1,2019-10-17,20
4007,38,1,2019-10-17,9.5
4008,82,1,2019-10-17,27
4009,288,1,2019-10-17,28
4010,78,1,2019-10-17,23
4011,243,1,2019-10-17,22
4012,26,1,2019-10-17,11
4013,135,1,2019-10-18,18
4014,79,1,2019-10-18,24
4015,226,1,2019-10-18,18
4016,121,1,2019-10-18,24
4017,250,1,2019-10-18,8.5
4018,39,1,2019-10-18,10
4019,43,1,2019-10-18,9.5
4020,38,1,2019-10-18,9.5
4021,44,1,2019-10-18,10
4022,156,1,2019-10-21,18
4023,153,1,2019-10-21,24
4024,39,1,2019-10-21,10
4025,237,1,2019-10-21,24
4026,293,1,2019-10-21,45
