id,fecha,codigo_prenda,talla,cantidad_prenda,codigo_material,cantidad_material,unidad
2368,2019-02-27,VES-FATIMAS-041,30,18,HIL-003-CAQ,36.0,unidades
2369,2019-02-27,PNT-CAQUI-034,34,18,TET-001-CAQ,23.4,metros cuadrados
2370,2019-02-27,PNT-CAQUI-034,34,18,CIE-007-DAM,18.0,unidades
2371,2019-02-27,PNT-CAQUI-034,34,18,PEL-001-PEL,14.4,metros cuadrados
2372,2019-02-27,PNT-CAQUI-034,34,18,BOT-003-CAQ,36.0,unidades
2373,2019-02-27,PNT-CAQUI-034,34,18,GAN-001-PAN,18.0,unidades
2374,2019-02-27,PNT-CAQUI-034,34,18,HIL-003-CAQ,36.0,unidades
2375,2019-02-27,PNT-CAQUI-034,34,18,PRE-002-CAQ,23.4,metros cuadrados
2376,2019-02-27,BLU-PLOMA-003,34,6,CAS-003-PLO,8.4,metros cuadrados
2377,2019-02-27,BLU-PLOMA-003,34,6,HIL-005-PLO,6.0,unidades
2378,2019-02-27,BLU-PLOMA-003,34,6,BOT-005-PLO,72.0,unidades
2379,2019-02-27,BLU-PLOMA-003,34,6,PEL-001-PEL,9.0,metros cuadrados
2380,2019-02-27,BLU-PLOMA-003,34,6,CLA-001-CLA,3.0,metros cuadrados
2381,2019-02-27,BLU-PUNTA-002,32,12,GRA-001-BLA,13.2,metros cuadrados
2382,2019-02-27,BLU-PUNTA-002,32,12,HIL-002-BLA,12.0,unidades
2383,2019-02-27,BLU-PUNTA-002,32,12,BOT-002-BLA,72.0,unidades
2384,2019-02-27,BLU-PUNTA-002,32,12,PEL-001-PEL,18.0,metros cuadrados
2385,2019-02-27,BLU-PUNTA-002,32,12,CLA-001-CLA,6.0,metros cuadrados
2386,2019-03-01,FAL-SALESIANAS-023,36,6,CAS-001-PLO,7.2,metros cuadrados
2387,2019-03-01,FAL-SALESIANAS-023,36,6,BOT-005-PLO,6.0,unidades
2388,2019-03-01,FAL-SALESIANAS-023,36,6,CIE-009-PLO,6.0,unidades
2389,2019-03-01,FAL-SALESIANAS-023,36,6,PEL-001-PEL,5.4,metros cuadrados
2390,2019-03-01,FAL-SALESIANAS-023,36,6,PRE-003-PLO,5.4,metros cuadrados
2391,2019-03-01,FAL-SALESIANAS-023,36,6,HIL-005-PLO,12.0,unidades
2392,2019-03-01,FAL-SALESIANAS-023,28,6,CAS-001-PLO,6.0,metros cuadrados
2393,2019-03-01,FAL-SALESIANAS-023,28,6,BOT-005-PLO,6.0,unidades
2394,2019-03-01,FAL-SALESIANAS-023,28,6,CIE-009-PLO,6.0,unidades
2395,2019-03-01,FAL-SALESIANAS-023,28,6,PEL-001-PEL,3.6,metros cuadrados
2396,2019-03-01,FAL-SALESIANAS-023,28,6,PRE-003-PLO,5.4,metros cuadrados
2397,2019-03-01,FAL-SALESIANAS-023,28,6,HIL-005-PLO,6.0,unidades
2398,2019-03-01,VES-MJM-042,30,24,CAS-002-AZM,33.6,metros cuadrados
2399,2019-03-01,VES-MJM-042,30,24,CIE-004-CAZ,7.2,metros cuadrados
2400,2019-03-01,VES-MJM-042,30,24,PRE-002-CAQ,7.68,metros cuadrados
2401,2019-03-01,VES-MJM-042,30,24,HEB-001-DOR,24.0,unidades
2402,2019-03-01,VES-MJM-042,30,24,RES-001-CIN,24.0,unidades
2403,2019-03-01,VES-MJM-042,30,24,OJA-001-DOR,72.0,unidades
2404,2019-03-01,VES-MJM-042,30,24,HIL-001-AZU,72.0,unidades
2405,2019-03-01,INT-SMJ-030,34,6,JER-001-BLA,3.0,metros cuadrados
2406,2019-03-01,INT-SMJ-030,34,6,RIB-002-BLA,1.2,metros cuadrados
2407,2019-03-01,INT-SMJ-030,34,6,HIL-002-BLA,6.0,unidades
2408,2019-03-01,INT-SMJ-030,34,6,QUI-001-BLA,0.36,metros cuadrados
2409,2019-03-01,INT-SMJ-030,34,6,VIO-001-AZU,3.0,metros cuadrados
2410,2019-03-01,INT-SMJ-030,34,6,HIL-001-AZU,12.0,unidades
2411,2019-03-01,INT-SMJ-030,34,6,RIB-001-AZU,9.0,metros cuadrados
2412,2019-03-01,BLU-SPORT-006,28,12,GRA-001-BLA,12.0,metros cuadrados
2413,2019-03-01,BLU-SPORT-006,28,12,HIL-002-BLA,12.0,unidades
2414,2019-03-01,BLU-SPORT-006,28,12,BOT-002-BLA,72.0,unidades
2415,2019-03-01,BLU-SPORT-006,28,12,PEL-001-PEL,18.0,metros cuadrados
2416,2019-03-01,BLU-SPORT-006,28,12,CLA-001-CLA,6.0,metros cuadrados
2417,2019-03-02,BLU-CAQUI-001,34,12,TET-001-CAQ,16.8,metros cuadrados
2418,2019-03-02,BLU-CAQUI-001,34,12,BOT-003-CAQ,12.0,unidades
2419,2019-03-02,BLU-CAQUI-001,34,12,HIL-003-CAQ,72.0,unidades
2420,2019-03-02,BLU-CAQUI-001,34,12,PEL-001-PEL,18.0,metros cuadrados
2421,2019-03-02,BLU-CAQUI-001,34,12,CLA-001-CLA,6.0,metros cuadrados
2422,2019-03-04,POL-SVP-040,32,12,PIQ-001-BLA,8.4,metros cuadrados
2423,2019-03-04,POL-SVP-040,32,12,CUE-001-TEJ,12.0,unidades
2424,2019-03-04,POL-SVP-040,32,12,PUN-001-TEJ,24.0,unidades
2425,2019-03-04,POL-SVP-040,32,12,BOT-007-TRA,36.0,unidades
2426,2019-03-04,POL-SVP-040,32,12,PEL-001-PEL,4.8,metros cuadrados
2427,2019-03-04,BLU-PUNTA-002,38,24,GRA-001-BLA,36.0,metros cuadrados
2428,2019-03-04,BLU-PUNTA-002,38,24,HIL-002-BLA,24.0,unidades
2429,2019-03-04,BLU-PUNTA-002,38,24,BOT-002-BLA,144.0,unidades
2430,2019-03-04,BLU-PUNTA-002,38,24,PEL-001-PEL,36.0,metros cuadrados
2431,2019-03-04,BLU-PUNTA-002,38,24,CLA-001-CLA,12.0,metros cuadrados
2432,2019-03-04,EXT-MALDONADO-013,32,12,ELA-001-ELA,8.4,metros cuadrados
2433,2019-03-04,EXT-MALDONADO-013,32,12,COR-002-NEG,15.0,metros cuadrados
2434,2019-03-04,EXT-MALDONADO-013,32,12,VIO-002-BBL,12.0,metros cuadrados
2435,2019-03-04,EXT-MALDONADO-013,32,12,VIO-003-BNE,6.0,metros cuadrados
2436,2019-03-04,EXT-MALDONADO-013,32,12,RIB-004-ROJ,7.2,metros cuadrados
2437,2019-03-04,EXT-MALDONADO-013,32,12,RIB-003-NEG,2.4,metros cuadrados
2438,2019-03-04,EXT-MALDONADO-013,32,12,CIE-005-CNE,36.0,metros cuadrados
2439,2019-03-04,EXT-MALDONADO-013,32,12,CIE-008-NEG,10.8,unidades
2440,2019-03-04,CAM-SFN-010,40,18,FAS-002-RAY,27.0,metros cuadrados
2441,2019-03-04,CAM-SFN-010,40,18,BOT-005-PLO,18.0,unidades
2442,2019-03-04,CAM-SFN-010,40,18,HIL-005-PLO,144.0,unidades
2443,2019-03-04,CAM-SFN-010,40,18,PEL-001-PEL,27.0,metros cuadrados
2444,2019-03-04,CAM-SFN-010,40,18,CLA-001-CLA,9.0,metros cuadrados
2445,2019-03-04,PNT-AZUL-033,36,12,CAS-002-AZM,15.6,metros cuadrados
2446,2019-03-04,PNT-AZUL-033,36,12,CIE-007-DAM,12.0,unidades
2447,2019-03-04,PNT-AZUL-033,36,12,PEL-001-PEL,9.6,metros cuadrados
2448,2019-03-04,PNT-AZUL-033,36,12,BOT-001-AZU,24.0,unidades
2449,2019-03-04,PNT-AZUL-033,36,12,GAN-001-PAN,12.0,unidades
2450,2019-03-04,PNT-AZUL-033,36,12,HIL-001-AZU,24.0,unidades
2451,2019-03-04,PNT-AZUL-033,36,12,PRE-001-AZM,15.6,metros cuadrados
2452,2019-03-04,EXT-SFN-015,36,6,ADI-003-AZM,6.0,metros cuadrados
2453,2019-03-04,EXT-SFN-015,36,6,ADI-004-BLA,6.0,metros cuadrados
2454,2019-03-04,EXT-SFN-015,36,6,ADI-001-AMA,6.0,metros cuadrados
2455,2019-03-04,EXT-SFN-015,36,6,CIE-004-CAZ,4.8,metros cuadrados
2456,2019-03-04,EXT-SFN-015,36,6,CIE-002-AZU,3.6,unidades
2457,2019-03-04,EXT-SFN-015,36,6,HIL-001-AZU,12.0,unidades
2458,2019-03-04,EXT-SFN-015,36,6,HIL-002-BLA,6.0,unidades
2459,2019-03-05,CAM-BLANCA-007,34,6,FAS-001-BLA,8.4,metros cuadrados
2460,2019-03-05,CAM-BLANCA-007,34,6,BOT-002-BLA,6.0,unidades
2461,2019-03-05,CAM-BLANCA-007,34,6,HIL-002-BLA,48.0,unidades
2462,2019-03-05,CAM-BLANCA-007,34,6,PEL-001-PEL,9.0,metros cuadrados
2463,2019-03-05,CAM-BLANCA-007,34,6,CLA-001-CLA,3.0,metros cuadrados
2464,2019-03-06,CAM-BLANCA-007,32,6,FAS-001-BLA,6.6,metros cuadrados
2465,2019-03-06,CAM-BLANCA-007,32,6,BOT-002-BLA,6.0,unidades
2466,2019-03-06,CAM-BLANCA-007,32,6,HIL-002-BLA,48.0,unidades
2467,2019-03-06,CAM-BLANCA-007,32,6,PEL-001-PEL,9.0,metros cuadrados
2468,2019-03-06,CAM-BLANCA-007,32,6,CLA-001-CLA,3.0,metros cuadrados
2469,2019-03-07,FAL-PLOMA-022,38,6,CAS-001-PLO,7.5,metros cuadrados
2470,2019-03-07,FAL-PLOMA-022,38,6,BOT-005-PLO,6.0,unidades
2471,2019-03-07,FAL-PLOMA-022,38,6,CIE-009-PLO,6.0,unidades
2472,2019-03-07,FAL-PLOMA-022,38,6,PEL-001-PEL,5.4,metros cuadrados
2473,2019-03-07,FAL-PLOMA-022,38,6,PRE-003-PLO,5.4,metros cuadrados
2474,2019-03-07,FAL-PLOMA-022,38,6,HIL-005-PLO,6.0,unidades
2475,2019-03-07,VES-FATIMAS-041,40,6,ESC-001-CAF,12.0,metros cuadrados
2476,2019-03-07,VES-FATIMAS-041,40,6,PRE-002-CAQ,1.92,metros cuadrados
2477,2019-03-07,VES-FATIMAS-041,40,6,CIE-001-ABA,2.4,metros cuadrados
2478,2019-03-07,VES-FATIMAS-041,40,6,HIL-003-CAQ,18.0,unidades
2479,2019-03-07,FAL-PLOMA-022,28,24,CAS-001-PLO,24.0,metros cuadrados
2480,2019-03-07,FAL-PLOMA-022,28,24,BOT-005-PLO,24.0,unidades
2481,2019-03-07,FAL-PLOMA-022,28,24,CIE-009-PLO,24.0,unidades
2482,2019-03-07,FAL-PLOMA-022,28,24,PEL-001-PEL,14.4,metros cuadrados
2483,2019-03-07,FAL-PLOMA-022,28,24,PRE-003-PLO,21.6,metros cuadrados
2484,2019-03-07,FAL-PLOMA-022,28,24,HIL-005-PLO,24.0,unidades
2485,2019-03-07,POL-SALESIANAS-037,40,12,PIQ-001-BLA,9.6,metros cuadrados
2486,2019-03-07,POL-SALESIANAS-037,40,12,CUE-001-TEJ,12.0,unidades
2487,2019-03-07,POL-SALESIANAS-037,40,12,PUN-001-TEJ,24.0,unidades
2488,2019-03-07,POL-SALESIANAS-037,40,12,BOT-007-TRA,36.0,unidades
2489,2019-03-07,POL-SALESIANAS-037,40,12,PEL-001-PEL,4.8,metros cuadrados
2490,2019-03-08,FAL-CAQUI-020,40,18,TET-001-CAQ,22.5,metros cuadrados
2491,2019-03-08,FAL-CAQUI-020,40,18,BOT-003-CAQ,18.0,unidades
2492,2019-03-08,FAL-CAQUI-020,40,18,CIE-007-DAM,18.0,unidades
2493,2019-03-08,FAL-CAQUI-020,40,18,PEL-001-PEL,16.2,metros cuadrados
2494,2019-03-08,FAL-CAQUI-020,40,18,HIL-003-CAQ,36.0,unidades
2495,2019-03-08,FAL-CAQUI-020,40,18,PRE-002-CAQ,16.2,metros cuadrados
2496,2019-03-08,INT-STAR-031,32,18,JER-001-BLA,7.2,metros cuadrados
2497,2019-03-08,INT-STAR-031,32,18,RIB-002-BLA,3.6,metros cuadrados
2498,2019-03-08,INT-STAR-031,32,18,HIL-002-BLA,18.0,unidades
2499,2019-03-08,INT-STAR-031,32,18,VIO-001-AZU,9.0,metros cuadrados
2500,2019-03-08,INT-STAR-031,32,18,HIL-001-AZU,18.0,unidades
2501,2019-03-08,INT-STAR-031,32,18,RIB-001-AZU,27.0,metros cuadrados
2502,2019-03-09,POL-BLANCA-036,40,12,PIQ-001-BLA,9.6,metros cuadrados
2503,2019-03-09,POL-BLANCA-036,40,12,CUE-001-TEJ,12.0,unidades
2504,2019-03-09,POL-BLANCA-036,40,12,PUN-001-TEJ,24.0,unidades
2505,2019-03-09,POL-BLANCA-036,40,12,BOT-007-TRA,36.0,unidades
2506,2019-03-09,POL-BLANCA-036,40,12,PEL-001-PEL,4.8,metros cuadrados
2507,2019-03-09,FAL-PLOMA-022,36,6,CAS-001-PLO,7.2,metros cuadrados
2508,2019-03-09,FAL-PLOMA-022,36,6,BOT-005-PLO,6.0,unidades
2509,2019-03-09,FAL-PLOMA-022,36,6,CIE-009-PLO,6.0,unidades
2510,2019-03-09,FAL-PLOMA-022,36,6,PEL-001-PEL,5.4,metros cuadrados
2511,2019-03-09,FAL-PLOMA-022,36,6,PRE-003-PLO,5.4,metros cuadrados
2512,2019-03-09,FAL-PLOMA-022,36,6,HIL-005-PLO,6.0,unidades
2513,2019-03-09,EXT-SMJ-016,40,24,CAP-002-AZM,60.0,metros cuadrados
2514,2019-03-09,EXT-SMJ-016,40,24,ELA-001-ELA,14.4,metros cuadrados
2515,2019-03-09,EXT-SMJ-016,40,24,HIL-001-AZU,120.0,unidades
2516,2019-03-09,EXT-SMJ-016,40,24,COR-001-AZU,12.0,metros cuadrados
2517,2019-03-09,EXT-SMJ-016,40,24,RIB-001-AZU,21.6,metros cuadrados
2518,2019-03-09,EXT-SMJ-016,40,24,CIE-004-CAZ,12.0,metros cuadrados
2519,2019-03-09,BLU-SFN-005,38,24,FAS-002-RAY,36.0,metros cuadrados
2520,2019-03-09,BLU-SFN-005,38,24,HIL-005-PLO,24.0,unidades
2521,2019-03-09,BLU-SFN-005,38,24,BOT-005-PLO,168.0,unidades
2522,2019-03-09,BLU-SFN-005,38,24,PEL-001-PEL,36.0,metros cuadrados
2523,2019-03-09,BLU-SFN-005,38,24,CLA-001-CLA,12.0,metros cuadrados
2524,2019-03-09,CAM-SFN-010,36,6,FAS-002-RAY,8.4,metros cuadrados
2525,2019-03-09,CAM-SFN-010,36,6,BOT-005-PLO,6.0,unidades
2526,2019-03-09,CAM-SFN-010,36,6,HIL-005-PLO,48.0,unidades
2527,2019-03-09,CAM-SFN-010,36,6,PEL-001-PEL,9.0,metros cuadrados
2528,2019-03-09,CAM-SFN-010,36,6,CLA-001-CLA,3.0,metros cuadrados
2529,2019-03-09,VES-MJM-042,36,12,CAS-002-AZM,21.6,metros cuadrados
2530,2019-03-09,VES-MJM-042,36,12,CIE-004-CAZ,4.2,metros cuadrados
2531,2019-03-09,VES-MJM-042,36,12,PRE-002-CAQ,3.84,metros cuadrados
2532,2019-03-09,VES-MJM-042,36,12,HEB-001-DOR,12.0,unidades
2533,2019-03-09,VES-MJM-042,36,12,RES-001-CIN,12.0,unidades
2534,2019-03-09,VES-MJM-042,36,12,OJA-001-DOR,36.0,unidades
2535,2019-03-09,VES-MJM-042,36,12,HIL-001-AZU,36.0,unidades
2536,2019-03-09,POL-STAR-039,38,6,PIQ-001-BLA,4.8,metros cuadrados
2537,2019-03-09,POL-STAR-039,38,6,CUE-001-TEJ,6.0,unidades
2538,2019-03-09,POL-STAR-039,38,6,PUN-001-TEJ,12.0,unidades
2539,2019-03-09,POL-STAR-039,38,6,BOT-007-TRA,18.0,unidades
2540,2019-03-09,POL-STAR-039,38,6,PEL-001-PEL,2.4,metros cuadrados
2541,2019-03-11,INT-SFN-029,36,18,JER-001-BLA,14.4,metros cuadrados
2542,2019-03-11,INT-SFN-029,36,18,RIB-001-AZU,16.2,metros cuadrados
2543,2019-03-11,INT-SFN-029,36,18,CAP-001-AZU,9.0,metros cuadrados
2544,2019-03-11,INT-SFN-029,36,18,HIL-002-BLA,18.0,unidades
2545,2019-03-11,INT-SFN-029,36,18,HIL-001-AZU,18.0,unidades
2546,2019-03-11,FAL-PLOMA-022,32,6,CAS-001-PLO,6.0,metros cuadrados
2547,2019-03-11,FAL-PLOMA-022,32,6,BOT-005-PLO,6.0,unidades
2548,2019-03-11,FAL-PLOMA-022,32,6,CIE-009-PLO,6.0,unidades
2549,2019-03-11,FAL-PLOMA-022,32,6,PEL-001-PEL,4.2,metros cuadrados
2550,2019-03-11,FAL-PLOMA-022,32,6,PRE-003-PLO,5.4,metros cuadrados
2551,2019-03-11,FAL-PLOMA-022,32,6,HIL-005-PLO,6.0,unidades
2552,2019-03-11,VES-FATIMAS-041,30,18,ESC-001-CAF,27.0,metros cuadrados
2553,2019-03-11,VES-FATIMAS-041,30,18,PRE-002-CAQ,5.4,metros cuadrados
2554,2019-03-11,VES-FATIMAS-041,30,18,CIE-001-ABA,5.4,metros cuadrados
2555,2019-03-11,VES-FATIMAS-041,30,18,HIL-003-CAQ,36.0,unidades
2556,2019-03-11,FAL-ISABELGODIN-021,38,12,ESC-002-CUA,15.6,metros cuadrados
2557,2019-03-11,FAL-ISABELGODIN-021,38,12,BOT-001-AZU,12.0,unidades
2558,2019-03-11,FAL-ISABELGODIN-021,38,12,CIE-007-DAM,12.0,unidades
2559,2019-03-11,FAL-ISABELGODIN-021,38,12,PRE-001-AZM,3.6,metros cuadrados
2560,2019-03-11,FAL-ISABELGODIN-021,38,12,PEL-001-PEL,10.8,metros cuadrados
2561,2019-03-11,FAL-ISABELGODIN-021,38,12,HIL-001-AZU,24.0,unidades
2562,2019-03-11,EXT-SFN-015,28,12,ADI-003-AZM,12.0,metros cuadrados
2563,2019-03-11,EXT-SFN-015,28,12,ADI-004-BLA,12.0,metros cuadrados
2564,2019-03-11,EXT-SFN-015,28,12,ADI-001-AMA,12.0,metros cuadrados
2565,2019-03-11,EXT-SFN-015,28,12,CIE-004-CAZ,7.2,metros cuadrados
2566,2019-03-11,EXT-SFN-015,28,12,CIE-002-AZU,3.6,unidades
2567,2019-03-11,EXT-SFN-015,28,12,HIL-001-AZU,24.0,unidades
2568,2019-03-11,EXT-SFN-015,28,12,HIL-002-BLA,12.0,unidades
2569,2019-03-12,PNT-PLOMO-035,32,12,CAP-003-PLO,14.4,metros cuadrados
2570,2019-03-12,PNT-PLOMO-035,32,12,CIE-007-DAM,12.0,unidades
2571,2019-03-12,PNT-PLOMO-035,32,12,PEL-001-PEL,7.2,metros cuadrados
2572,2019-03-12,PNT-PLOMO-035,32,12,BOT-005-PLO,24.0,unidades
2573,2019-03-12,PNT-PLOMO-035,32,12,GAN-001-PAN,12.0,unidades
2574,2019-03-12,PNT-PLOMO-035,32,12,HIL-005-PLO,12.0,unidades
2575,2019-03-12,PNT-PLOMO-035,32,12,PRE-003-PLO,14.4,metros cuadrados
2576,2019-03-12,EXT-SMJ-016,38,24,CAP-002-AZM,60.0,metros cuadrados
2577,2019-03-12,EXT-SMJ-016,38,24,ELA-001-ELA,14.4,metros cuadrados
2578,2019-03-12,EXT-SMJ-016,38,24,HIL-001-AZU,120.0,unidades
2579,2019-03-12,EXT-SMJ-016,38,24,COR-001-AZU,12.0,metros cuadrados
2580,2019-03-12,EXT-SMJ-016,38,24,RIB-001-AZU,21.6,metros cuadrados
2581,2019-03-12,EXT-SMJ-016,38,24,CIE-004-CAZ,12.0,metros cuadrados
2582,2019-03-12,FAL-AZUL-019,32,12,CAS-002-AZM,12.0,metros cuadrados
2583,2019-03-12,FAL-AZUL-019,32,12,BOT-001-AZU,12.0,unidades
2584,2019-03-12,FAL-AZUL-019,32,12,CIE-002-AZU,12.0,unidades
2585,2019-03-12,FAL-AZUL-019,32,12,PEL-001-PEL,10.8,metros cuadrados
2586,2019-03-12,FAL-AZUL-019,32,12,HIL-001-AZU,24.0,unidades
2587,2019-03-12,FAL-AZUL-019,32,12,PRE-001-AZM,7.2,metros cuadrados
2588,2019-03-13,POL-SALESIANAS-037,32,18,PIQ-001-BLA,12.6,metros cuadrados
2589,2019-03-13,POL-SALESIANAS-037,32,18,CUE-001-TEJ,18.0,unidades
2590,2019-03-13,POL-SALESIANAS-037,32,18,PUN-001-TEJ,36.0,unidades
2591,2019-03-13,POL-SALESIANAS-037,32,18,BOT-007-TRA,54.0,unidades
2592,2019-03-13,POL-SALESIANAS-037,32,18,PEL-001-PEL,7.2,metros cuadrados
2593,2019-03-13,INT-SVP-032,30,12,JER-001-BLA,4.8,metros cuadrados
2594,2019-03-13,INT-SVP-032,30,12,RIB-002-BLA,2.4,metros cuadrados
2595,2019-03-13,INT-SVP-032,30,12,HIL-002-BLA,12.0,unidades
2596,2019-03-13,INT-SVP-032,30,12,VIO-001-AZU,6.0,metros cuadrados
2597,2019-03-13,INT-SVP-032,30,12,HIL-001-AZU,12.0,unidades
2598,2019-03-13,INT-SVP-032,30,12,RIB-001-AZU,18.0,metros cuadrados
2599,2019-03-13,VES-SMJ-043,40,18,CAS-002-AZM,36.0,metros cuadrados
2600,2019-03-13,VES-SMJ-043,40,18,CIE-004-CAZ,6.3,metros cuadrados
2601,2019-03-13,VES-SMJ-043,40,18,PRE-002-CAQ,5.76,metros cuadrados
2602,2019-03-13,VES-SMJ-043,40,18,HEB-001-DOR,18.0,unidades
2603,2019-03-13,VES-SMJ-043,40,18,RES-001-CIN,18.0,unidades
2604,2019-03-13,VES-SMJ-043,40,18,OJA-001-DOR,54.0,unidades
2605,2019-03-13,VES-SMJ-043,40,18,HIL-001-AZU,54.0,unidades
2606,2019-03-13,VES-FATIMAS-041,32,18,ESC-001-CAF,27.0,metros cuadrados
2607,2019-03-13,VES-FATIMAS-041,32,18,PRE-002-CAQ,5.4,metros cuadrados
2608,2019-03-13,VES-FATIMAS-041,32,18,CIE-001-ABA,5.4,metros cuadrados
2609,2019-03-13,VES-FATIMAS-041,32,18,HIL-003-CAQ,36.0,unidades
2610,2019-03-14,BLU-SFN-005,36,6,FAS-002-RAY,9.0,metros cuadrados
2611,2019-03-14,BLU-SFN-005,36,6,HIL-005-PLO,6.0,unidades
2612,2019-03-14,BLU-SFN-005,36,6,BOT-005-PLO,42.0,unidades
2613,2019-03-14,BLU-SFN-005,36,6,PEL-001-PEL,9.0,metros cuadrados
2614,2019-03-14,BLU-SFN-005,36,6,CLA-001-CLA,3.0,metros cuadrados
2615,2019-03-14,FAL-SALESIANAS-023,36,24,CAS-001-PLO,28.8,metros cuadrados
2616,2019-03-14,FAL-SALESIANAS-023,36,24,BOT-005-PLO,24.0,unidades
2617,2019-03-14,FAL-SALESIANAS-023,36,24,CIE-009-PLO,24.0,unidades
2618,2019-03-14,FAL-SALESIANAS-023,36,24,PEL-001-PEL,21.6,metros cuadrados
2619,2019-03-14,FAL-SALESIANAS-023,36,24,PRE-003-PLO,21.6,metros cuadrados
2620,2019-03-14,FAL-SALESIANAS-023,36,24,HIL-005-PLO,48.0,unidades
2621,2019-03-14,EXT-CISNEROS-011,34,18,CAP-003-PLO,30.6,metros cuadrados
2622,2019-03-14,EXT-CISNEROS-011,34,18,ELA-001-ELA,9.0,metros cuadrados
2623,2019-03-14,EXT-CISNEROS-011,34,18,COR-003-PLO,16.2,metros cuadrados
2624,2019-03-14,EXT-CISNEROS-011,34,18,CIE-006-CVE,18.0,metros cuadrados
2625,2019-03-14,EXT-CISNEROS-011,34,18,RIB-005-VER,9.0,metros cuadrados
2626,2019-03-14,EXT-CISNEROS-011,34,18,HIL-005-PLO,54.0,unidades
2627,2019-03-15,INT-SFN-029,36,24,JER-001-BLA,19.2,metros cuadrados
2628,2019-03-15,INT-SFN-029,36,24,RIB-001-AZU,21.6,metros cuadrados
2629,2019-03-15,INT-SFN-029,36,24,CAP-001-AZU,12.0,metros cuadrados
2630,2019-03-15,INT-SFN-029,36,24,HIL-002-BLA,24.0,unidades
2631,2019-03-15,INT-SFN-029,36,24,HIL-001-AZU,24.0,unidades
2632,2019-03-18,INT-SFN-029,34,12,JER-001-BLA,9.6,metros cuadrados
2633,2019-03-18,INT-SFN-029,34,12,RIB-001-AZU,10.8,metros cuadrados
2634,2019-03-18,INT-SFN-029,34,12,CAP-001-AZU,6.0,metros cuadrados
2635,2019-03-18,INT-SFN-029,34,12,HIL-002-BLA,12.0,unidades
2636,2019-03-18,INT-SFN-029,34,12,HIL-001-AZU,12.0,unidades
2637,2019-03-18,POL-SFN-038,34,6,PIQ-001-BLA,4.8,metros cuadrados
2638,2019-03-18,POL-SFN-038,34,6,CUE-001-TEJ,6.0,unidades
2639,2019-03-18,POL-SFN-038,34,6,PUN-001-TEJ,12.0,unidades
2640,2019-03-18,POL-SFN-038,34,6,BOT-007-TRA,18.0,unidades
2641,2019-03-18,POL-SFN-038,34,6,PEL-001-PEL,2.4,metros cuadrados
2642,2019-03-18,FAL-ISABELGODIN-021,40,18,ESC-002-CUA,23.4,metros cuadrados
2643,2019-03-18,FAL-ISABELGODIN-021,40,18,BOT-001-AZU,18.0,unidades
2644,2019-03-18,FAL-ISABELGODIN-021,40,18,CIE-007-DAM,18.0,unidades
2645,2019-03-18,FAL-ISABELGODIN-021,40,18,PRE-001-AZM,5.4,metros cuadrados
2646,2019-03-18,FAL-ISABELGODIN-021,40,18,PEL-001-PEL,16.2,metros cuadrados
2647,2019-03-18,FAL-ISABELGODIN-021,40,18,HIL-001-AZU,36.0,unidades
2648,2019-03-18,FAL-ISABELGODIN-021,30,12,ESC-002-CUA,14.4,metros cuadrados
2649,2019-03-18,FAL-ISABELGODIN-021,30,12,BOT-001-AZU,12.0,unidades
2650,2019-03-18,FAL-ISABELGODIN-021,30,12,CIE-007-DAM,12.0,unidades
2651,2019-03-18,FAL-ISABELGODIN-021,30,12,PRE-001-AZM,3.6,metros cuadrados
2652,2019-03-18,FAL-ISABELGODIN-021,30,12,PEL-001-PEL,8.4,metros cuadrados
2653,2019-03-18,FAL-ISABELGODIN-021,30,12,HIL-001-AZU,12.0,unidades
2654,2019-03-19,INT-SFN-029,38,12,JER-001-BLA,9.6,metros cuadrados
2655,2019-03-19,INT-SFN-029,38,12,RIB-001-AZU,10.8,metros cuadrados
2656,2019-03-19,INT-SFN-029,38,12,CAP-001-AZU,6.0,metros cuadrados
2657,2019-03-19,INT-SFN-029,38,12,HIL-002-BLA,12.0,unidades
2658,2019-03-19,INT-SFN-029,38,12,HIL-001-AZU,12.0,unidades
2659,2019-03-20,VES-FATIMAS-041,40,18,ESC-001-CAF,36.0,metros cuadrados
2660,2019-03-20,VES-FATIMAS-041,40,18,PRE-002-CAQ,5.76,metros cuadrados
2661,2019-03-20,VES-FATIMAS-041,40,18,CIE-001-ABA,7.2,metros cuadrados
2662,2019-03-20,VES-FATIMAS-041,40,18,HIL-003-CAQ,54.0,unidades
2663,2019-03-20,INT-MALDONADO-027,34,6,JER-001-BLA,3.0,metros cuadrados
2664,2019-03-20,INT-MALDONADO-027,34,6,RIB-004-ROJ,1.2,metros cuadrados
2665,2019-03-20,INT-MALDONADO-027,34,6,HIL-002-BLA,12.0,unidades
2666,2019-03-20,INT-MALDONADO-027,34,6,VIO-003-BNE,3.0,metros cuadrados
2667,2019-03-20,INT-MALDONADO-027,34,6,HIL-004-NEG,12.0,unidades
2668,2019-03-20,BLU-CAQUI-001,30,6,TET-001-CAQ,6.6,metros cuadrados
2669,2019-03-20,BLU-CAQUI-001,30,6,BOT-003-CAQ,6.0,unidades
2670,2019-03-20,BLU-CAQUI-001,30,6,HIL-003-CAQ,36.0,unidades
2671,2019-03-20,BLU-CAQUI-001,30,6,PEL-001-PEL,9.0,metros cuadrados
2672,2019-03-20,BLU-CAQUI-001,30,6,CLA-001-CLA,3.0,metros cuadrados
